definition,definition_source,field,foreign_key,missingness,primary_key,storage_type,table_id,units
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,modification,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:protein_modifications,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,site,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:protein_modifications,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,measurement_method,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:protein_modifications,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,record_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:proteomic_observations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,evidence_id,evidence_instances.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:proteomic_observations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,target_entity_id,entities.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:proteomic_observations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,measurement,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:proteomic_observations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,platform,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:proteomic_observations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,biological_matrix,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:proteomic_observations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,reagent,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:proteomic_observations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,isoform,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:proteomic_observations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,limit_of_detection,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:proteomic_observations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,normalization,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:proteomic_observations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,peptide_uniqueness,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:proteomic_observations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,localization,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:proteomic_observations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,cross_reactivity,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:proteomic_observations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,result_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:quantitative_results,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,evidence_id,evidence_instances.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:quantitative_results,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,reported_result,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:quantitative_results,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,interpretation,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:quantitative_results,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,record_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:regulatory_evidence,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,evidence_id,evidence_instances.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:regulatory_evidence,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,regulatory_element_id,entities.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:regulatory_evidence,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,perturbation,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:regulatory_evidence,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,measured_outcome,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:regulatory_evidence,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,change_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:release_changes,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,record_type,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:release_changes,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,record_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:release_changes,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,previous_version,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:release_changes,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,new_version,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:release_changes,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,change_type,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:release_changes,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,old_record,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:release_changes,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,new_record,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:release_changes,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,sample_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:samples,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,cohort_id,cohorts.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:samples,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,dataset_id,datasets.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:samples,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,donor_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:samples,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,context_id,contexts.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:samples,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,notes,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:samples,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,candidate_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:screening_candidates,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,query_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:screening_candidates,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,title,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:screening_candidates,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,url,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:screening_candidates,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,doi,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:screening_candidates,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,pmid,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:screening_candidates,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,decision,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:screening_candidates,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,reason,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:screening_candidates,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,lane,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:screening_candidates,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,screening_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:screening_decisions,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,source_id,source_registry.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:screening_decisions,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,decision,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:screening_decisions,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,reason,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:screening_decisions,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,stage,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:screening_decisions,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,reviewer_role,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:screening_decisions,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,search_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:search_log,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,lane,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:search_log,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,query,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:search_log,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,database,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:search_log,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,searched_at,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:search_log,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,result_source_ids,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:search_log,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,screening_notes,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:search_log,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,snapshot_path,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:search_log,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,total_hits,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:search_log,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,returned_pmids,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:search_log,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,retrieval_limit,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:search_log,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,source_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:source_registry,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,title,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:source_registry,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,authors,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:source_registry,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,year,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:source_registry,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,url,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:source_registry,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,doi,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:source_registry,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,pmid,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:source_registry,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,source_type,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:source_registry,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,version,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:source_registry,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,retrieved_at,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:source_registry,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,access_level,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:source_registry,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,snapshot_path,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:source_registry,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,snapshot_sha256,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:source_registry,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,species,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:source_registry,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,notes,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:source_registry,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,ingestion_status,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:source_registry,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,duplicate_of,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:source_registry,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,program_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:transcriptional_programs,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,entity_id,entities.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:transcriptional_programs,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,definition,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:transcriptional_programs,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,measured_or_inferred,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:transcriptional_programs,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,evidence_id,evidence_instances.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:transcriptional_programs,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,record_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:transcriptomic_observations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,evidence_id,evidence_instances.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:transcriptomic_observations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,observation_type,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:transcriptomic_observations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,target_entity_id,entities.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:transcriptomic_observations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,assay,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:transcriptomic_observations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,donor_model,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:transcriptomic_observations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,multiple_testing,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:transcriptomic_observations,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,composition_qc,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:transcriptomic_observations,source/measurement dependent; do not infer from storage type
