column_position_1based,definition,gene_label,schema_role,source_path,units
39347,Source-provided gene/feature label; no independent ontology verification.,UBE2Q2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39348,Source-provided gene/feature label; no independent ontology verification.,UBE2Q2P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39349,Source-provided gene/feature label; no independent ontology verification.,UBE2Q2P10,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39350,Source-provided gene/feature label; no independent ontology verification.,UBE2Q2P11,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39351,Source-provided gene/feature label; no independent ontology verification.,UBE2Q2P12,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39352,Source-provided gene/feature label; no independent ontology verification.,UBE2Q2P13,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39353,Source-provided gene/feature label; no independent ontology verification.,UBE2Q2P16,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39354,Source-provided gene/feature label; no independent ontology verification.,UBE2Q2P2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39355,Source-provided gene/feature label; no independent ontology verification.,UBE2Q2P4Y,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39356,Source-provided gene/feature label; no independent ontology verification.,UBE2Q2P5Y,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39357,Source-provided gene/feature label; no independent ontology verification.,UBE2Q2P6,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39358,Source-provided gene/feature label; no independent ontology verification.,UBE2Q2P8,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39359,Source-provided gene/feature label; no independent ontology verification.,UBE2Q2P9,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39360,Source-provided gene/feature label; no independent ontology verification.,UBE2QL1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39361,Source-provided gene/feature label; no independent ontology verification.,UBE2R2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39362,Source-provided gene/feature label; no independent ontology verification.,UBE2R2-AS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39363,Source-provided gene/feature label; no independent ontology verification.,UBE2S,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39364,Source-provided gene/feature label; no independent ontology verification.,UBE2SP1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39365,Source-provided gene/feature label; no independent ontology verification.,UBE2SP2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39366,Source-provided gene/feature label; no independent ontology verification.,UBE2T,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39367,Source-provided gene/feature label; no independent ontology verification.,UBE2U,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39368,Source-provided gene/feature label; no independent ontology verification.,UBE2V1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39369,Source-provided gene/feature label; no independent ontology verification.,UBE2V1P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39370,Source-provided gene/feature label; no independent ontology verification.,UBE2V1P10,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39371,Source-provided gene/feature label; no independent ontology verification.,UBE2V1P11,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39372,Source-provided gene/feature label; no independent ontology verification.,UBE2V1P12,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39373,Source-provided gene/feature label; no independent ontology verification.,UBE2V1P13,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39374,Source-provided gene/feature label; no independent ontology verification.,UBE2V1P14,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39375,Source-provided gene/feature label; no independent ontology verification.,UBE2V1P15,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39376,Source-provided gene/feature label; no independent ontology verification.,UBE2V1P16,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39377,Source-provided gene/feature label; no independent ontology verification.,UBE2V1P2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39378,Source-provided gene/feature label; no independent ontology verification.,UBE2V1P3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39379,Source-provided gene/feature label; no independent ontology verification.,UBE2V1P4,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39380,Source-provided gene/feature label; no independent ontology verification.,UBE2V1P5,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39381,Source-provided gene/feature label; no independent ontology verification.,UBE2V1P6,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39382,Source-provided gene/feature label; no independent ontology verification.,UBE2V1P7,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39383,Source-provided gene/feature label; no independent ontology verification.,UBE2V1P8,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39384,Source-provided gene/feature label; no independent ontology verification.,UBE2V1P9,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39385,Source-provided gene/feature label; no independent ontology verification.,UBE2V2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39386,Source-provided gene/feature label; no independent ontology verification.,UBE2V2P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39387,Source-provided gene/feature label; no independent ontology verification.,UBE2V2P2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39388,Source-provided gene/feature label; no independent ontology verification.,UBE2V2P3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39389,Source-provided gene/feature label; no independent ontology verification.,UBE2V2P4,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39390,Source-provided gene/feature label; no independent ontology verification.,UBE2W,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39391,Source-provided gene/feature label; no independent ontology verification.,UBE2WP1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39392,Source-provided gene/feature label; no independent ontology verification.,UBE2Z,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39393,Source-provided gene/feature label; no independent ontology verification.,UBE3A,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39394,Source-provided gene/feature label; no independent ontology verification.,UBE3AP2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39395,Source-provided gene/feature label; no independent ontology verification.,UBE3B,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39396,Source-provided gene/feature label; no independent ontology verification.,UBE3C,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39397,Source-provided gene/feature label; no independent ontology verification.,UBE3D,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39398,Source-provided gene/feature label; no independent ontology verification.,UBE4A,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39399,Source-provided gene/feature label; no independent ontology verification.,UBE4B,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39400,Source-provided gene/feature label; no independent ontology verification.,UBFD1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39401,Source-provided gene/feature label; no independent ontology verification.,UBFD1P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39402,Source-provided gene/feature label; no independent ontology verification.,UBIAD1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39403,Source-provided gene/feature label; no independent ontology verification.,UBL3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39404,Source-provided gene/feature label; no independent ontology verification.,UBL4A,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39405,Source-provided gene/feature label; no independent ontology verification.,UBL4B,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39406,Source-provided gene/feature label; no independent ontology verification.,UBL5,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39407,Source-provided gene/feature label; no independent ontology verification.,UBL5P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39408,Source-provided gene/feature label; no independent ontology verification.,UBL5P2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39409,Source-provided gene/feature label; no independent ontology verification.,UBL5P3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39410,Source-provided gene/feature label; no independent ontology verification.,UBL5P4,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39411,Source-provided gene/feature label; no independent ontology verification.,UBL7,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39412,Source-provided gene/feature label; no independent ontology verification.,UBL7-DT,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39413,Source-provided gene/feature label; no independent ontology verification.,UBLCP1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39414,Source-provided gene/feature label; no independent ontology verification.,UBN1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39415,Source-provided gene/feature label; no independent ontology verification.,UBN2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39416,Source-provided gene/feature label; no independent ontology verification.,UBOX5,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39417,Source-provided gene/feature label; no independent ontology verification.,UBOX5-AS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39418,Source-provided gene/feature label; no independent ontology verification.,UBP1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39419,Source-provided gene/feature label; no independent ontology verification.,UBQLN1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39420,Source-provided gene/feature label; no independent ontology verification.,UBQLN1-AS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39421,Source-provided gene/feature label; no independent ontology verification.,UBQLN1P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39422,Source-provided gene/feature label; no independent ontology verification.,UBQLN2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39423,Source-provided gene/feature label; no independent ontology verification.,UBQLN3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39424,Source-provided gene/feature label; no independent ontology verification.,UBQLN4,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39425,Source-provided gene/feature label; no independent ontology verification.,UBQLN4P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39426,Source-provided gene/feature label; no independent ontology verification.,UBQLN4P2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39427,Source-provided gene/feature label; no independent ontology verification.,UBQLNL,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39428,Source-provided gene/feature label; no independent ontology verification.,UBR1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39429,Source-provided gene/feature label; no independent ontology verification.,UBR2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39430,Source-provided gene/feature label; no independent ontology verification.,UBR3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39431,Source-provided gene/feature label; no independent ontology verification.,UBR4,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39432,Source-provided gene/feature label; no independent ontology verification.,UBR5,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39433,Source-provided gene/feature label; no independent ontology verification.,UBR5-DT,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39434,Source-provided gene/feature label; no independent ontology verification.,UBR7,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39435,Source-provided gene/feature label; no independent ontology verification.,UBTD1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39436,Source-provided gene/feature label; no independent ontology verification.,UBTD2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39437,Source-provided gene/feature label; no independent ontology verification.,UBTD2P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39438,Source-provided gene/feature label; no independent ontology verification.,UBTF,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39439,Source-provided gene/feature label; no independent ontology verification.,UBTFL1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39440,Source-provided gene/feature label; no independent ontology verification.,UBTFL10,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39441,Source-provided gene/feature label; no independent ontology verification.,UBTFL11,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39442,Source-provided gene/feature label; no independent ontology verification.,UBTFL2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39443,Source-provided gene/feature label; no independent ontology verification.,UBTFL3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39444,Source-provided gene/feature label; no independent ontology verification.,UBTFL5,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39445,Source-provided gene/feature label; no independent ontology verification.,UBTFL6,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39446,Source-provided gene/feature label; no independent ontology verification.,UBTFL7,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39447,Source-provided gene/feature label; no independent ontology verification.,UBTFL8,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39448,Source-provided gene/feature label; no independent ontology verification.,UBTFL9,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39449,Source-provided gene/feature label; no independent ontology verification.,UBXN1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39450,Source-provided gene/feature label; no independent ontology verification.,UBXN10,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39451,Source-provided gene/feature label; no independent ontology verification.,UBXN11,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39452,Source-provided gene/feature label; no independent ontology verification.,UBXN2A,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39453,Source-provided gene/feature label; no independent ontology verification.,UBXN2AP1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39454,Source-provided gene/feature label; no independent ontology verification.,UBXN2B,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39455,Source-provided gene/feature label; no independent ontology verification.,UBXN4,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39456,Source-provided gene/feature label; no independent ontology verification.,UBXN6,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39457,Source-provided gene/feature label; no independent ontology verification.,UBXN7,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39458,Source-provided gene/feature label; no independent ontology verification.,UBXN7-AS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39459,Source-provided gene/feature label; no independent ontology verification.,UBXN8,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39460,Source-provided gene/feature label; no independent ontology verification.,UCA1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39461,Source-provided gene/feature label; no independent ontology verification.,UCA1-AS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39462,Source-provided gene/feature label; no independent ontology verification.,UCHL1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39463,Source-provided gene/feature label; no independent ontology verification.,UCHL1-DT,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39464,Source-provided gene/feature label; no independent ontology verification.,UCHL3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39465,Source-provided gene/feature label; no independent ontology verification.,UCHL5,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39466,Source-provided gene/feature label; no independent ontology verification.,UCK1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39467,Source-provided gene/feature label; no independent ontology verification.,UCK2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39468,Source-provided gene/feature label; no independent ontology verification.,UCKL1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39469,Source-provided gene/feature label; no independent ontology verification.,UCKL1-AS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39470,Source-provided gene/feature label; no independent ontology verification.,UCMA,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39471,Source-provided gene/feature label; no independent ontology verification.,UCN,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39472,Source-provided gene/feature label; no independent ontology verification.,UCN2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39473,Source-provided gene/feature label; no independent ontology verification.,UCN3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39474,Source-provided gene/feature label; no independent ontology verification.,UCP1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39475,Source-provided gene/feature label; no independent ontology verification.,UCP2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39476,Source-provided gene/feature label; no independent ontology verification.,UCP3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39477,Source-provided gene/feature label; no independent ontology verification.,UEVLD,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39478,Source-provided gene/feature label; no independent ontology verification.,UFC1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39479,Source-provided gene/feature label; no independent ontology verification.,UFC1P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39480,Source-provided gene/feature label; no independent ontology verification.,UFD1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39481,Source-provided gene/feature label; no independent ontology verification.,UFD1-AS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39482,Source-provided gene/feature label; no independent ontology verification.,UFL1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39483,Source-provided gene/feature label; no independent ontology verification.,UFL1-AS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39484,Source-provided gene/feature label; no independent ontology verification.,UFM1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39485,Source-provided gene/feature label; no independent ontology verification.,UFM1P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39486,Source-provided gene/feature label; no independent ontology verification.,UFM1P2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39487,Source-provided gene/feature label; no independent ontology verification.,UFM1P3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39488,Source-provided gene/feature label; no independent ontology verification.,UFSP1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
39489,Source-provided gene/feature label; no independent ontology verification.,UFSP2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
