Entry	Entry Name	Reviewed	Gene Names (primary)	Gene Names	Protein names	Organism (ID)	Keyword ID	Gene Ontology IDs
Q53G63	Q53G63_HUMAN	unreviewed			Protein K-12	9606	KW-1003; KW-1015; KW-0325; KW-0472; KW-0964; KW-0732; KW-0812; KW-1133	GO:0005125; GO:0005576; GO:0005886; GO:0006955
Q53H89	Q53H89_HUMAN	unreviewed			Chemokine (C-X3-C motif) ligand 1 variant	9606	KW-0145; KW-0202; KW-1015; KW-0395; KW-0472; KW-0964; KW-0732; KW-0812; KW-1133	GO:0005576; GO:0006955; GO:0008009
Q53HR8	Q53HR8_HUMAN	unreviewed	IL16	IL16	Pro-interleukin-16 [Cleaved into: Interleukin-16 (IL-16) (Lymphocyte chemoattractant factor) (LCF)]	9606	KW-0145; KW-0202; KW-0963; KW-0539; KW-0677; KW-0964; KW-0804; KW-0805	GO:0005125; GO:0005576; GO:0005634; GO:0005737; GO:0050930
Q53X90	Q53X90_HUMAN	unreviewed	CXCL13	CXCL13 hCG_22991	C-X-C motif chemokine	9606	KW-0145; KW-0202; KW-1015; KW-0964; KW-0732	GO:0005576; GO:0006952; GO:0006955; GO:0008009
Q5FBX5	Q5FBX5_HUMAN	unreviewed	IL7	IL7	Interleukin-7	9606	KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732	GO:0005139; GO:0005576; GO:0006955; GO:0008083
Q5FBX8	Q5FBX8_HUMAN	unreviewed	THPO	THPO	Thrombopoietin nirs variant 1	9606	KW-1015; KW-0325; KW-0372; KW-0964; KW-0732	GO:0005125; GO:0005179; GO:0005576; GO:0008283
Q5FBY3	Q5FBY3_HUMAN	unreviewed	IL7	IL7	Interleukin-7	9606	KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732	GO:0005139; GO:0005576; GO:0006955; GO:0008083
Q5VZ73	Q5VZ73_HUMAN	unreviewed	CCL21	CCL21	C-C motif chemokine 21 (Small-inducible cytokine A21)	9606	KW-0145; KW-0202; KW-1015; KW-0395; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0006955; GO:0008009
Q5VZ75	Q5VZ75_HUMAN	unreviewed	CCL19	CCL19	C-C motif chemokine	9606	KW-0145; KW-0202; KW-1015; KW-0395; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0006955; GO:0008009
Q647J8	Q647J8_HUMAN	unreviewed			Granulocyte-macrophage colony-stimulating factor (Colony-stimulating factor)	9606	KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732	GO:0005129; GO:0005576; GO:0006955; GO:0008083; GO:0008284; GO:0009966; GO:0050793
Q6FGS4	Q6FGS4_HUMAN	unreviewed	TNFSF4	TNFSF4	Tumor necrosis factor ligand superfamily member 4 (OX40 ligand)	9606	KW-0202; KW-1015; KW-0325; KW-0472; KW-0735; KW-0812; KW-1133	GO:0005125; GO:0005164; GO:0006955; GO:0016020
Q6I9S7	Q6I9S7_HUMAN	unreviewed	CXCL5	CXCL5 hCG_16364	C-X-C motif chemokine	9606	KW-0145; KW-0202; KW-1015; KW-0964; KW-0732	GO:0005576; GO:0006952; GO:0006955; GO:0008009
Q6I9S9	Q6I9S9_HUMAN	unreviewed	CX3CL1	CX3CL1	CX3CL1 protein	9606	KW-0145; KW-0202; KW-1015; KW-0395; KW-0472; KW-0964; KW-0732; KW-0812; KW-1133	GO:0005576; GO:0006955; GO:0008009
Q6IAG3	Q6IAG3_HUMAN	unreviewed	IL17B	IL17B	Interleukin-17B (Neuronal interleukin-17-related factor)	9606	KW-0202; KW-1015; KW-0325; KW-0964; KW-0732	GO:0005125; GO:0005576; GO:0006954
Q6IBD6	Q6IBD6_HUMAN	unreviewed	CCL19	CCL19 hCG_20476	C-C motif chemokine	9606	KW-0145; KW-0202; KW-1015; KW-0395; KW-0964; KW-0732	GO:0005576; GO:0006955; GO:0008009
Q6LBF4	Q6LBF4_HUMAN	unreviewed	IL10	IL10	Interleukin family protein	9606	KW-0202; KW-0964; KW-0732	GO:0005125; GO:0005576
Q6NZ78	Q6NZ78_HUMAN	unreviewed	IL3	IL3	Interleukin-3 (IL-3) (Hematopoietic growth factor) (Mast cell growth factor) (Multipotential colony-stimulating factor) (P-cell-stimulating factor)	9606	KW-0202; KW-1015; KW-0339; KW-0964; KW-0732	GO:0005135; GO:0005576; GO:0006955; GO:0008083
Q6NZ79	Q6NZ79_HUMAN	unreviewed	IL3	IL3	Interleukin-3 (IL-3) (Hematopoietic growth factor) (Mast cell growth factor) (Multipotential colony-stimulating factor) (P-cell-stimulating factor)	9606	KW-0202; KW-1015; KW-0339; KW-0964; KW-0732	GO:0005135; GO:0005576; GO:0006955; GO:0008083
Q6NZ91	Q6NZ91_HUMAN	unreviewed	IL2	IL2	Interleukin-2 (IL-2)	9606	KW-1064; KW-0202; KW-1015; KW-0325; KW-0339; KW-0391; KW-0964; KW-0732	GO:0005125; GO:0005134; GO:0005576; GO:0006955; GO:0008083; GO:0042102; GO:0045621
Q6NZ93	Q6NZ93_HUMAN	unreviewed	IL2	IL2	Interleukin-2 (IL-2)	9606	KW-1064; KW-0202; KW-1015; KW-0325; KW-0339; KW-0391; KW-0964; KW-0732	GO:0005125; GO:0005134; GO:0005576; GO:0006955; GO:0008083; GO:0042102; GO:0045621
Q6NZ94	Q6NZ94_HUMAN	unreviewed	IL17A	IL17A	Interleukin 17A	9606	KW-0202; KW-1015; KW-0325; KW-0395; KW-0964; KW-0732	GO:0005125; GO:0005576; GO:0006954; GO:0097400; GO:1903557; GO:2000340
Q6QWN0	Q6QWN0_HUMAN	unreviewed	IL2	IL2	Interleukin-2 (IL-2)	9606	KW-1064; KW-0202; KW-1015; KW-0325; KW-0339; KW-0391; KW-0964; KW-0732	GO:0005125; GO:0005134; GO:0005576; GO:0006955; GO:0008083; GO:0042102; GO:0045621
Q6WQT9	Q6WQT9_HUMAN	unreviewed	LTA	LTA	Lymphotoxin-alpha (LT-alpha) (TNF-beta) (Tumor necrosis factor ligand superfamily member 1)	9606	KW-0202; KW-0325; KW-0472; KW-0964; KW-0732	GO:0005125; GO:0005164; GO:0005576; GO:0006959; GO:0016020
Q6WQU7	Q6WQU7_HUMAN	unreviewed	LTA	LTA	Lymphotoxin-alpha (LT-alpha) (TNF-beta) (Tumor necrosis factor ligand superfamily member 1)	9606	KW-0202; KW-0325; KW-0472; KW-0964; KW-0732	GO:0005125; GO:0005164; GO:0005576; GO:0006959; GO:0016020
Q6WQV4	Q6WQV4_HUMAN	unreviewed	LTA	LTA	Lymphotoxin-alpha (LT-alpha) (TNF-beta) (Tumor necrosis factor ligand superfamily member 1)	9606	KW-0202; KW-0325; KW-0472; KW-0964; KW-0732	GO:0005125; GO:0005164; GO:0005576; GO:0006959; GO:0016020
Q6WQV6	Q6WQV6_HUMAN	unreviewed	LTA	LTA	Lymphotoxin-alpha (LT-alpha) (TNF-beta) (Tumor necrosis factor ligand superfamily member 1)	9606	KW-0202; KW-0325; KW-0472; KW-0964; KW-0732	GO:0005125; GO:0005164; GO:0005576; GO:0006959; GO:0016020
Q6WQV7	Q6WQV7_HUMAN	unreviewed	LTA	LTA	Lymphotoxin-alpha (LT-alpha) (TNF-beta) (Tumor necrosis factor ligand superfamily member 1)	9606	KW-0202; KW-0325; KW-0472; KW-0964; KW-0732	GO:0005125; GO:0005164; GO:0005576; GO:0006959; GO:0016020
Q6ZTT5	Q6ZTT5_HUMAN	unreviewed	IL16	IL16	Pro-interleukin-16 [Cleaved into: Interleukin-16 (IL-16) (Lymphocyte chemoattractant factor) (LCF)]	9606	KW-0145; KW-0202; KW-0963; KW-0539; KW-0677; KW-0964; KW-0804; KW-0805	GO:0005125; GO:0005576; GO:0005634; GO:0005737; GO:0050930
Q75RY1	Q75RY1_HUMAN	unreviewed	gdf7	gdf7	Growth/differentiation factor 7	9606	KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732	GO:0005576; GO:0008083; GO:0090092
Q7RU00	Q7RU00_HUMAN	unreviewed			Interleukin-1	9606	KW-0964	GO:0005125; GO:0005149; GO:0005576; GO:0006954; GO:0006955
Q7Z7M3	Q7Z7M3_HUMAN	unreviewed	IL2	IL2	Interleukin-2 (IL-2)	9606	KW-1064; KW-0202; KW-1015; KW-0325; KW-0339; KW-0391; KW-0964; KW-0732	GO:0005125; GO:0005134; GO:0005576; GO:0006955; GO:0008083; GO:0042102; GO:0045621
Q7Z7Q8	Q7Z7Q8_HUMAN	unreviewed	MCP-3	MCP-3 CCL7 hCG_29304	C-C motif chemokine	9606	KW-0145; KW-0202; KW-1015; KW-0964; KW-0732	GO:0005576; GO:0006955; GO:0008009
Q8IZI4	Q8IZI4_HUMAN	unreviewed	TNFSF13B	TNFSF13B	B-lymphocyte stimulator	9606	KW-0202; KW-1015; KW-0325; KW-0964	GO:0005164; GO:0005576; GO:0006955; GO:0007154; GO:0016020; GO:0023052
Q8IZI5	Q8IZI5_HUMAN	unreviewed	TNFSF13B	TNFSF13B	B-lymphocyte stimulator	9606	KW-0202; KW-1015; KW-0325; KW-0964	GO:0005164; GO:0005576; GO:0006955; GO:0007154; GO:0016020; GO:0023052
Q8IZI6	Q8IZI6_HUMAN	unreviewed	TNFSF13B	TNFSF13B	B-lymphocyte stimulator	9606	KW-0202; KW-1015; KW-0325; KW-0964	GO:0005164; GO:0005576; GO:0006955; GO:0007154; GO:0016020; GO:0023052
Q8N6T2	Q8N6T2_HUMAN	unreviewed			Growth/differentiation factor 10 (Bone morphogenetic protein 3B)	9606	KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-0892; KW-0964; KW-0732	GO:0001501; GO:0005576; GO:0008083; GO:0030279
Q8NFA4	Q8NFA4_HUMAN	unreviewed	IL2	IL2	Interleukin-2 (IL-2)	9606	KW-1064; KW-0202; KW-1015; KW-0339; KW-0391; KW-0964	GO:0005134; GO:0005576; GO:0006955; GO:0008083
Q8NHY9	Q8NHY9_HUMAN	unreviewed			Interferon gamma (IFN-gamma)	9606	KW-0051; KW-0202; KW-0325; KW-0341; KW-0873; KW-0964	GO:0001774; GO:0005125; GO:0005133; GO:0005576; GO:0045785; GO:0060333
Q96KJ8	Q96KJ8_HUMAN	unreviewed			Interleukin-18 (IL-18)	9606	KW-0202; KW-0963; KW-0395; KW-0964	GO:0005125; GO:0005576; GO:0005829; GO:0006954; GO:0006955; GO:0007166; GO:0032729
Q96LA2	Q96LA2_HUMAN	unreviewed			Interferon gamma (Immune interferon)	9606	KW-0051; KW-0202; KW-0325; KW-0341; KW-0873; KW-0964	GO:0001774; GO:0005125; GO:0005133; GO:0005576; GO:0045785; GO:0060333
Q9C001	Q9C001_HUMAN	unreviewed	IL2	IL2	Interleukin-2 (IL-2)	9606	KW-1064; KW-0202; KW-1015; KW-0325; KW-0339; KW-0391; KW-0964; KW-0732	GO:0005125; GO:0005134; GO:0005576; GO:0006955; GO:0008083; GO:0042102; GO:0045621
Q9UME6	Q9UME6_HUMAN	unreviewed	IL16	IL16	Pro-interleukin-16 [Cleaved into: Interleukin-16 (IL-16) (Lymphocyte chemoattractant factor) (LCF)]	9606	KW-0145; KW-0202; KW-0963; KW-0539; KW-0677; KW-0964; KW-0804; KW-0805	GO:0005125; GO:0005576; GO:0005634; GO:0005737; GO:0050930
Q9UPB9	Q9UPB9_HUMAN	unreviewed	IL4	IL4	Interleukin-4 (B-cell stimulatory factor 1) (Lymphocyte stimulatory factor 1)	9606	KW-0075; KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732	GO:0005136; GO:0005576; GO:0006955; GO:0008083; GO:0010628; GO:0030335; GO:0045321; GO:0051239
U3LVN1	U3LVN1_HUMAN	unreviewed	IL4	IL4	Interleukin-4 (B-cell stimulatory factor 1) (Lymphocyte stimulatory factor 1)	9606	KW-0075; KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732	GO:0005136; GO:0005576; GO:0006955; GO:0008083
X6R8I9	X6R8I9_HUMAN	unreviewed	TNFSF15	TNFSF15	Tumor necrosis factor ligand superfamily member 15 (TNF ligand-related molecule 1) (Vascular endothelial cell growth inhibitor)	9606	KW-0202; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0732; KW-0735; KW-0812; KW-1133	GO:0005164; GO:0006955; GO:0007154; GO:0016020; GO:0023052
A0A075B7C5	A0A075B7C5_HUMAN	unreviewed	CCL5	CCL5	C-C motif chemokine ligand 5	9606	KW-0202; KW-1267; KW-1185; KW-0732	GO:0005576; GO:0006955; GO:0008009
A0A087WUE5	A0A087WUE5_HUMAN	unreviewed	CCL16	CCL16	C-C motif chemokine	9606	KW-0145; KW-0202; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0006955; GO:0008009
A0A087X1J9	A0A087X1J9_HUMAN	unreviewed	CCL15	CCL15	C-C motif chemokine ligand 15	9606	KW-0202; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0006955; GO:0008009
A0A096LNH9	A0A096LNH9_HUMAN	unreviewed	GDF9	GDF9	Growth/differentiation factor 9	9606	KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-0597; KW-1267; KW-1185; KW-0964; KW-0732	
A0A0A0MQU8	A0A0A0MQU8_HUMAN	unreviewed	IFNA6	IFNA6	Interferon alpha 6	9606	KW-0051; KW-0202; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005126; GO:0005576; GO:0006952
A0A0B4J2G5	A0A0B4J2G5_HUMAN	unreviewed	CCL14	CCL14	C-C motif chemokine ligand 14	9606	KW-0202; KW-1267; KW-1185; KW-0732	GO:0005576; GO:0006955; GO:0008009
A0A0C4DG43	A0A0C4DG43_HUMAN	unreviewed	TSLP	TSLP	Thymic stromal lymphopoietin	9606	KW-1185	GO:0005125
A0A0C4DGW8	A0A0C4DGW8_HUMAN	unreviewed	IFNL3	IFNL3	Interferon lambda 3	9606	KW-0051; KW-0202; KW-1015; KW-1185; KW-0964; KW-0732	GO:0005125; GO:0005576; GO:0007259; GO:0050778; GO:0051607
A0A0J9YWH4	A0A0J9YWH4_HUMAN	unreviewed	CCL4L2	CCL4L2	C-C motif chemokine 4-like	9606	KW-0202; KW-1185; KW-0732	GO:0005576; GO:0006955; GO:0008009
A0A2D3E5G9	A0A2D3E5G9_HUMAN	unreviewed			Interferon alpha 2b	9606	KW-0051; KW-0202; KW-1015; KW-0964; KW-0732	GO:0005126; GO:0005576; GO:0006952
A0A494C1Q1	A0A494C1Q1_HUMAN	unreviewed	CCL5	CCL5	C-C motif chemokine ligand 5	9606	KW-0202; KW-1267; KW-1185; KW-0732	GO:0005576; GO:0006955; GO:0008009
A0A7H1MG84	A0A7H1MG84_HUMAN	unreviewed	IFNL2a	IFNL2a	IFNL2a	9606	KW-0051; KW-0202; KW-1015; KW-0964; KW-0732	GO:0005125; GO:0005576; GO:0007259; GO:0050778; GO:0051607
A0A8Q3SJ12	A0A8Q3SJ12_HUMAN	unreviewed	IL12B	IL12B	Interleukin 12B	9606	KW-0202; KW-1015; KW-0325; KW-0393; KW-1267; KW-1185; KW-0732	
A0A8Q3WML5	A0A8Q3WML5_HUMAN	unreviewed	IL12B	IL12B	Interleukin 12B	9606	KW-0202; KW-1015; KW-0325; KW-1267; KW-1185; KW-0732	GO:0004896; GO:0016020
A0A8V8TPS2	A0A8V8TPS2_HUMAN	unreviewed	TNFSF12	TNFSF12	TNF superfamily member 12	9606	KW-0202; KW-1015; KW-0325; KW-1267; KW-1185; KW-0964	GO:0005576
A0A8V8TQK2	A0A8V8TQK2_HUMAN	unreviewed	TNFSF12	TNFSF12	TNF superfamily member 12	9606	KW-0202; KW-1015; KW-0325; KW-1267; KW-1185; KW-0964	GO:0005576
A0A8V8TQX4	A0A8V8TQX4_HUMAN	unreviewed	TNFSF12	TNFSF12	TNF superfamily member 12	9606	KW-0202; KW-1015; KW-0325; KW-1267; KW-1185; KW-0964	GO:0005576
A0AA50CIE2	A0AA50CIE2_HUMAN	unreviewed			Interferon alpha 2b	9606	KW-0051; KW-0202; KW-1015; KW-0964; KW-0732	GO:0005126; GO:0005576; GO:0006952
A0AA51B0H1	A0AA51B0H1_HUMAN	unreviewed	CXCL5	CXCL5	C-X-C motif chemokine ligand 5	9606	KW-0202; KW-1015; KW-0964; KW-0732	GO:0005576; GO:0006952; GO:0006955; GO:0008009
A0AAQ5BHN2	A0AAQ5BHN2_HUMAN	unreviewed	CCL21	CCL21	C-C motif chemokine ligand 21	9606	KW-0202; KW-1267; KW-1185; KW-0732	GO:0005576; GO:0006955; GO:0008009
A0AAQ5BI34	A0AAQ5BI34_HUMAN	unreviewed	TNFSF4	TNFSF4	TNF superfamily member 4	9606	KW-0472; KW-1267; KW-1185; KW-0812; KW-1133	GO:0005125
A0ACI8Q607	A0ACI8Q607_HUMAN	unreviewed	CCL21	CCL21	C-C motif chemokine ligand 21	9606	KW-0202; KW-1267; KW-1185; KW-0732	
A0ACI8QM52	A0ACI8QM52_HUMAN	unreviewed	ALKAL2	ALKAL2	ALK and LTK ligand 2	9606	KW-1003; KW-0202; KW-1015; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732	
A0ACI8R207	A0ACI8R207_HUMAN	unreviewed	CXCL2	CXCL2	C-X-C motif chemokine	9606	KW-0145; KW-0202; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732	
A0ACI8RI43	A0ACI8RI43_HUMAN	unreviewed	CXCL14	CXCL14	C-X-C motif chemokine ligand 14	9606	KW-0202; KW-1185; KW-0732	
A0ACI8RLZ6	A0ACI8RLZ6_HUMAN	unreviewed	CCL16	CCL16	C-C motif chemokine	9606	KW-0145; KW-0202; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732	
A0ACI8S9K4	A0ACI8S9K4_HUMAN	unreviewed	ALKAL2	ALKAL2	ALK and LTK ligand 2	9606	KW-1003; KW-0202; KW-1015; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732	
A0ACI8S9M7	A0ACI8S9M7_HUMAN	unreviewed	CCL16	CCL16	C-C motif chemokine	9606	KW-0145; KW-0202; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732	
A0ACI8SC27	A0ACI8SC27_HUMAN	unreviewed	CXCL2	CXCL2	C-X-C motif chemokine	9606	KW-0145; KW-0202; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732	
A0ACI8UEJ1	A0ACI8UEJ1_HUMAN	unreviewed	BMP6	BMP6	Bone morphogenetic protein 6	9606	KW-0891; KW-0202; KW-1015; KW-0325; KW-0339; KW-0892; KW-1267; KW-1185; KW-0964; KW-0732	
A0ACI8UGT0	A0ACI8UGT0_HUMAN	unreviewed	LEFTY1	LEFTY1	Left-right determination factor	9606	KW-0202; KW-0217; KW-1015; KW-0325; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732	
A0ACI8ULR7	A0ACI8ULR7_HUMAN	unreviewed	CXCL1	CXCL1	C-X-C motif chemokine	9606	KW-0145; KW-0202; KW-1015; KW-0339; KW-0395; KW-1267; KW-1185; KW-0964; KW-0732	
A0ACI8V6Q0	A0ACI8V6Q0_HUMAN	unreviewed	BMP10	BMP10	Bone morphogenetic protein 10	9606	KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732	
A1Z2L5	A1Z2L5_HUMAN	unreviewed			Interleukin 12	9606	KW-0202; KW-1015; KW-0325; KW-0732	
A1Z2M2	A1Z2M2_HUMAN	unreviewed			Interferon gamma	9606	KW-0051; KW-0202; KW-0325; KW-0341; KW-0964	GO:0005133; GO:0005576; GO:0006955
B3KTR9	B3KTR9_HUMAN	unreviewed	GREM1	GREM1 hCG_1811964	Gremlin-1	9606	KW-0202; KW-1015; KW-0325; KW-0964; KW-0732	GO:0005576
B4DTX0	B4DTX0_HUMAN	unreviewed			cDNA FLJ60891, highly similar to Macrophage colony-stimulating factor 1	9606	KW-0472; KW-0964; KW-0812; KW-1133	GO:0005125; GO:0008083; GO:0016020
B5MC33	B5MC33_HUMAN	unreviewed	ALKAL2	ALKAL2	ALK and LTK ligand 2	9606	KW-1003; KW-0202; KW-1015; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0005886; GO:0030298; GO:0030971
B5MCG6	B5MCG6_HUMAN	unreviewed	ALKAL2	ALKAL2	ALK and LTK ligand 2	9606	KW-1003; KW-0202; KW-1015; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0005886; GO:0030298; GO:0030971
C0H5Y4	C0H5Y4_HUMAN	unreviewed	TNFSF12	TNFSF12 hCG_1991317	HCG1991317, isoform CRA_a (TNFSF12 protein)	9606	KW-0202; KW-1015; KW-0325; KW-0964	GO:0005576
D3YR72	D3YR72_HUMAN	unreviewed	GDF5	GDF5	GDF5	9606	KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732	GO:0005576; GO:0008083; GO:0090092
D3YR76	D3YR76_HUMAN	unreviewed	GDF5	GDF5	GDF5	9606	KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732	GO:0005576; GO:0008083; GO:0090092
D3YR87	D3YR87_HUMAN	unreviewed	GDF5	GDF5	GDF5	9606	KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732	GO:0005576; GO:0008083; GO:0090092
D3YRA6	D3YRA6_HUMAN	unreviewed	GDF5	GDF5	GDF5	9606	KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732	GO:0005576; GO:0008083; GO:0090092
D3YRI8	D3YRI8_HUMAN	unreviewed	GDF5	GDF5	GDF5	9606	KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732	GO:0005576; GO:0008083; GO:0090092
D9MX03	D9MX03_HUMAN	unreviewed			Interleukin 17A	9606	KW-0964; KW-0732	GO:0005125; GO:0005576
E2JF13	E2JF13_HUMAN	unreviewed			IFN-lambda1	9606	KW-0051; KW-0202; KW-1015; KW-0964; KW-0732	GO:0005125; GO:0005576; GO:0007259; GO:0050778; GO:0051607
F6VWX4	F6VWX4_HUMAN	unreviewed	IL6	IL6	Interleukin-6	9606	KW-0011; KW-0202; KW-1015; KW-0339; KW-1267; KW-1185; KW-0964	
F6W631	F6W631_HUMAN	unreviewed	IL7	IL7	Interleukin-7	9606	KW-0202; KW-1015; KW-0325; KW-0339; KW-1185; KW-0964; KW-0732	
F8VWI0	F8VWI0_HUMAN	unreviewed	CCL25	CCL25	C-C motif chemokine ligand 25	9606	KW-1185; KW-0732	GO:0005576; GO:0006955; GO:0008009
F8W6U2	F8W6U2_HUMAN	unreviewed	TNFSF12	TNFSF12	TNF superfamily member 12	9606	KW-0202; KW-1015; KW-0325; KW-1267; KW-1185; KW-0964	
G9C945	G9C945_HUMAN	unreviewed			Interferon-lambda-1	9606	KW-0051; KW-0202; KW-1015; KW-0964; KW-0732	GO:0005125; GO:0005576; GO:0007259; GO:0050778; GO:0051607
G9JKF1	G9JKF1_HUMAN	unreviewed			Interferon alpha 1	9606	KW-0051; KW-0202; KW-1015; KW-0964; KW-0732	GO:0005126; GO:0005576; GO:0006952
H0Y3U4	H0Y3U4_HUMAN	unreviewed	ALKAL2	ALKAL2	ALK and LTK ligand 2	9606	KW-1003; KW-0202; KW-1015; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0005886; GO:0030298; GO:0030971
H0YKB7	H0YKB7_HUMAN	unreviewed	IL16	IL16	Interleukin 16	9606	KW-0963; KW-0539; KW-0597; KW-1267; KW-1185; KW-0677; KW-0964	GO:0005125; GO:0005576; GO:0005634; GO:0005737; GO:0050930
H3BN12	H3BN12_HUMAN	unreviewed	IL16	IL16	Interleukin 16	9606	KW-1267; KW-1185	GO:0005125; GO:0050930
H3BT15	H3BT15_HUMAN	unreviewed	IL16	IL16	Interleukin 16	9606	KW-0963; KW-0539; KW-0597; KW-1267; KW-1185; KW-0677; KW-0964	GO:0005125; GO:0005576; GO:0005634; GO:0005737; GO:0050930
H7BY18	H7BY18_HUMAN	unreviewed	CSF1	CSF1	Colony stimulating factor 1	9606	KW-1267; KW-1185; KW-0964; KW-0732	GO:0005125; GO:0005886; GO:0008083
J3KRT7	J3KRT7_HUMAN	unreviewed	CCL2	CCL2	C-C motif chemokine ligand 2	9606	KW-0202; KW-1267; KW-1185; KW-0732	GO:0005576; GO:0006955; GO:0008009
J3KS40	J3KS40_HUMAN	unreviewed	SECTM1	SECTM1	Secreted and transmembrane 1	9606	KW-1267; KW-1185; KW-0732	GO:0005125; GO:0006955
J3QLQ9	J3QLQ9_HUMAN	unreviewed	CCL13	CCL13	C-C motif chemokine ligand 13	9606	KW-0145; KW-0202; KW-1015; KW-0395; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0006955; GO:0008009
J3QRU5	J3QRU5_HUMAN	unreviewed	SECTM1	SECTM1	Secreted and transmembrane 1	9606	KW-1185; KW-0732	GO:0005125; GO:0006955
L0N195	L0N195_HUMAN	unreviewed	IFNA1	IFNA1	Interferon-alpha1	9606	KW-0051; KW-0202; KW-1015; KW-0964; KW-0732	GO:0005126; GO:0005576; GO:0006952
M0QXI0	M0QXI0_HUMAN	unreviewed	FLT3LG	FLT3LG	Fms related receptor tyrosine kinase 3 ligand	9606	KW-1267; KW-1185; KW-0964	GO:0005125; GO:0016020
M0QYM9	M0QYM9_HUMAN	unreviewed	FLT3LG	FLT3LG	Fms related receptor tyrosine kinase 3 ligand	9606	KW-0472; KW-1267; KW-1185; KW-0964; KW-0732; KW-0812; KW-1133	GO:0005125; GO:0016020
M0R2K0	M0R2K0_HUMAN	unreviewed	FLT3LG	FLT3LG	Fms related receptor tyrosine kinase 3 ligand	9606	KW-1185; KW-0964; KW-0732	GO:0005125; GO:0016020
M0R3A6	M0R3A6_HUMAN	unreviewed	FLT3LG	FLT3LG	Fms related receptor tyrosine kinase 3 ligand	9606	KW-1267; KW-1185; KW-0964	GO:0005125; GO:0016020
O95690	O95690_HUMAN	unreviewed	CCL13	CCL13 hCG_29297	CC-chemokine (Chemokine (C-C motif) ligand 13, isoform CRA_a)	9606	KW-0145; KW-0202; KW-1015; KW-0395; KW-0964; KW-0732	GO:0005576; GO:0006955; GO:0008009
Q14618	Q14618_HUMAN	unreviewed			Interferon alpha-N	9606	KW-0051; KW-0202; KW-1015; KW-0964; KW-0732	GO:0005126; GO:0005576; GO:0006952
Q16054	Q16054_HUMAN	unreviewed	IFN-alpha-2	IFN-alpha-2	IFN-alpha-2 protein	9606	KW-0051; KW-0202; KW-0964; KW-0732	GO:0005126; GO:0005576; GO:0006952
Q16055	Q16055_HUMAN	unreviewed	IFN-alpha-2	IFN-alpha-2	IFN-alpha-2 protein	9606	KW-0051; KW-0202; KW-0964; KW-0732	GO:0005126; GO:0005576; GO:0006952
Q2NKW7	Q2NKW7_HUMAN	unreviewed	GDF5	GDF5	GDF5 protein	9606	KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732	GO:0005576; GO:0008083; GO:0090092
Q53FD8	Q53FD8_HUMAN	unreviewed			Chemokine (C-X3-C motif) ligand 1 variant	9606	KW-0145; KW-0202; KW-1015; KW-0395; KW-0964; KW-0732	GO:0005576; GO:0006955; GO:0008009
Q59GS2	Q59GS2_HUMAN	unreviewed			Chemokine (C-X3-C motif) ligand 1 variant	9606	KW-0145; KW-0202; KW-1015; KW-0395; KW-0472; KW-0964; KW-0732; KW-0812; KW-1133	GO:0005576; GO:0006955; GO:0008009
