change_id,record_type,record_id,previous_version,new_version,change_type,old_record,new_record
DELTA_088a41ed485a9bf5,prior_parameters,PRIOR_XCH_A022_direction,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A022"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""Dirichlet"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""direction"",""parameters"":""{\""alpha\"":[1.0,1.0,1.5],\""categories\"":[\""increase\"",\""decrease\"",\""other\""]}"",""prior_id"":""PRIOR_XCH_A022_direction"",""rationale"":""Direction uncertainty is separate from existence and from effect magnitude.""}"
DELTA_08bd4fc6e0b7e908,prior_parameters,PRIOR_XCH_A014_human_transportability,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A014"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""human_transportability"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A014_human_transportability"",""rationale"":""Contested/incomplete extraction withheld.""}"
DELTA_08cc4bade13a5457,edge_assertions,XCH_A009,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A009"",""candidate_path"":""unavailable"",""context_id"":""CTX_9f065f34a8ad0d05"",""contradiction_group"":""unavailable"",""direction"":""association"",""evidence_tier"":""P1"",""measurement"":""protein_abundance"",""object_id"":""ENT_f38409a9b4ecd1e1"",""predicate"":""protein_localizes_in_inflamed_skin_dendritic_cells"",""qualitative_confidence"":""moderate"",""status"":""reviewed"",""subject_id"":""ENT_430af77acc2b2d60""}"
DELTA_08f22061d683b00c,evidence_instances,EV_XCI-A19,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A19"",""causal_directness"":""Mutant-cytokine perturbation;wild-typeIL5 positive control."",""cohort_id"":""XCI-CO02"",""effect_size"":""unavailable"",""effect_unit"":""unavailable"",""evidence_id"":""EV_XCI-A19"",""evidence_relation"":""inconclusive"",""evidence_summary"":""The IL5 E12K mutant did not detectably induce eosinophil adhesion in the30-minute assay despite retained survival activity in a distinct72-hour assay."",""extraction_lane"":""cytokine_expansion"",""limitations"":""Assay-specific nondetection,not general IL5-receptor inactivity or an absence prior. Survival and adhesion have different doses/times/readouts."",""null_adequacy"":""No equivalence bound, confidence interval or justified absence threshold available; not adequate to support relationship absence."",""qc_status"":""reviewed_extraction"",""source_id"":""XCI-S02"",""source_locator"":""PMC2198963_selected.txt: Eosinophil Activation Assay;Results and Figure4A"",""tested_hypothesis"":""IL5(E12K) induces adhesion of these human eosinophils to immobilized IgG within30min."",""uncertainty"":""three independent experiments using different donors;mean±SEM;absence bound unavailable.""}"
DELTA_090f53aacdc4aef5,evidence_instances,EV_XCH_A008,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A008"",""causal_directness"":""Ligand-response experiment limited to the stated cells and assay; receptor identity not assigned without direct blockade."",""cohort_id"":""XCH_CO004"",""effect_size"":""unavailable"",""effect_unit"":""unavailable"",""evidence_id"":""EV_XCH_A008"",""evidence_relation"":""supports"",""evidence_summary"":""Human monocyte-derived dendritic cells migrated to MDC in microchamber assays."",""extraction_lane"":""chemokine_expansion"",""limitations"":""Migration is measured directly, but receptor not identified in this experiment. n=7 comparator result is not established as seven donors; panel overlap unknown. No source-to-recipient communication claim."",""null_adequacy"":""unavailable"",""qc_status"":""reviewed_extraction"",""source_id"":""XCH_S003"",""source_locator"":""Godiska1997 Methods Cell Culture sec5 AX204–210; Migration Assay sec6 AX221–223; Results Biological Activity sec13 AX339–349; Figure 7; Godiska1997_chrome.txt."",""tested_hypothesis"":""CCL22 affects monocyte-derived dendritic-cell migration in the explicitly recorded context of XCH_A008"",""uncertainty"":""unavailable""}"
DELTA_094c227370dd01e1,evidence_instances,EV_XCI-A18,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A18"",""causal_directness"":""Cross-sectional protein abundance;no source-cell secretion measurement."",""cohort_id"":""XCI-CO08"",""effect_size"":""unavailable"",""effect_unit"":""unavailable"",""evidence_id"":""EV_XCI-A18"",""evidence_relation"":""supports"",""evidence_summary"":""Mid-gestation fluid contained greater immunoreactive IL16 than fluid collected at term."",""extraction_lane"":""cytokine_expansion"",""limitations"":""Immunoreactivity does not establish mature active isoform abundance. Cell source and export pathway unresolved. This is not a source-cell secretion edge."",""null_adequacy"":""not_applicable"",""qc_status"":""reviewed_extraction"",""source_id"":""XCI-S08"",""source_locator"":""PMC2673366_selected.txt: sample collection;IL16 ELISA;Results Figure1a"",""tested_hypothesis"":""Immunoreactive IL16 abundance is higher in16–18week amniotic fluid than term fluid in the sampled pregnancies."",""uncertainty"":""20mid-gestation and16term fluid donors;P<0.001;effect size not extracted.""}"
DELTA_097a30795b7569a9,prior_parameters,PRIOR_XCI-A09_effect_class,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A09"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""effect_class"",""parameters"":""{\""observed_direction\"":\""null\""}"",""prior_id"":""PRIOR_XCI-A09_effect_class"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_098534453e1395a0,prior_parameters,PRIOR_XRE-A06_direction,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A06"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""Dirichlet"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""direction"",""parameters"":""{\""alpha\"":[2.0,1.0,1.0],\""categories\"":[\""increase\"",\""decrease\"",\""other\""]}"",""prior_id"":""PRIOR_XRE-A06_direction"",""rationale"":""Direction uncertainty is separate from existence and from effect magnitude.""}"
DELTA_0a233364713e4cad,prior_parameters,PRIOR_XCI-A20_human_transportability,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A20"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""human_transportability"",""parameters"":""{}"",""prior_id"":""PRIOR_XCI-A20_human_transportability"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_0a240a5dcdd0f458,source_registry,XCI-S07,0.1.0,0.2.0,added,,"{""access_level"":""full_article_inspected_via_Chrome_selected_passages_archived"",""authors"":""[\""Sevda Cordier-Dirikoc\"",\""Nathalie Pedretti\"",\""Julien Garnier\"",\""Sandrine Clarhaut-Charreau\"",\""Bernhard Ryffel\"",\""Franck Morel\"",\""François-Xavier Bernard\"",\""Valérie Hamon de Almeida\"",\""Jean-Claude Lecron\"",\""Jean-François Jégou\""]"",""doi"":""10.3389/fimmu.2022.984045"",""duplicate_of"":""unavailable"",""ingestion_status"":""extracted"",""notes"":""Relevant full-article Methods, Results and figure captions inspected through Chrome. Selected source passages archived; supplements and raw participant data not reviewed. Human primary-cell assertions are distinct from any cell-line or animal experiments."",""pmid"":""36268013"",""retrieved_at"":""2026-09-13"",""snapshot_path"":""research/cytokine_expansion/snapshots/PMC9576869_selected.txt"",""snapshot_sha256"":""12ba8b0c2948b4072686e7b70fa621bb1a53bdebbc76d0dbc8547a1bd1b8608a"",""source_id"":""XCI-S07"",""source_type"":""primary_study"",""species"":""[\""Homo sapiens\"",\""Mus musculus\""]"",""title"":""Dermal fibroblasts are the key sensors of aseptic skin inflammation through interleukin 1 release by lesioned keratinocytes"",""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC9576869/"",""version"":""PMC9576869 article displayed in PMC on 2026-09-13"",""year"":""2022""}"
DELTA_0a5971ed7c65c86c,prior_parameters,PRIOR_XRE-A07_direction,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A07"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""Dirichlet"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""direction"",""parameters"":""{\""alpha\"":[2.0,1.0,1.0],\""categories\"":[\""increase\"",\""decrease\"",\""other\""]}"",""prior_id"":""PRIOR_XRE-A07_direction"",""rationale"":""Direction uncertainty is separate from existence and from effect magnitude.""}"
DELTA_0ad63a032e3037a0,source_registry,XRE-S03,0.1.0,0.2.0,added,,"{""access_level"":""full_text_relevant_methods_and_results_inspected"",""authors"":""[\""Eugene Y. Chiang\"",\""Ganesh Kolumam\"",\""Krista M. McCutcheon\"",\""Judy Young\"",\""Zhonghua Lin\"",\""Mercedesz Balazs\"",\""Jane L. Grogan\""]"",""doi"":""10.1371/journal.pone.0033106"",""duplicate_of"":""unavailable"",""ingestion_status"":""extracted"",""notes"":""Only cell-free recombinant human ligand/receptor Figure 3A/B binding extracted. No animal disease or treatment outcome transported. Receptor-fusion ELISA EC50 is distinct from antibody affinity and from receptor Kd."",""pmid"":""unavailable"",""retrieved_at"":""2026-09-13"",""snapshot_path"":""research/receptor_expansion/snapshots/root_lta_full.json"",""snapshot_sha256"":""3e3b32826dea23c9e7b718e126c3ff0938fc46a788ed675154c2c000e67176e6"",""source_id"":""XRE-S03"",""source_type"":""primary_study"",""species"":""Homo sapiens"",""title"":""In Vivo Depletion of Lymphotoxin-Alpha Expressing Lymphocytes Inhibits Xenogeneic Graft-versus-Host-Disease"",""url"":""https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0033106"",""version"":""Publisher/repository version inspected 2026-09-13; version history unavailable"",""year"":""2012""}"
DELTA_0aef6557f69abbfd,prior_parameters,PRIOR_XRE-A07_expression,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A07"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""expression"",""parameters"":""{}"",""prior_id"":""PRIOR_XRE-A07_expression"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_0b632c6108e1471c,source_registry,XCH_S003,0.1.0,0.2.0,added,,"{""access_level"":""full_text_chrome_selected_passages"",""authors"":""R Godiska; D Chantry; CJ Raport; S Sozzani; P Allavena; D Leviten; A Mantovani; PW Gray"",""doi"":""10.1084/jem.185.9.1595"",""duplicate_of"":""unavailable"",""ingestion_status"":""extracted"",""notes"":""Full primary Methods, Results and figure legends inspected through Chrome after web-tool challenge. Selected exact visible passages saved with section/AX locators. Biological migration assays used chemically synthesized mature human MDC, distinct from CHO-expressed material used for biochemical comparisons. Western blots directly test extracellular macrophage protein."",""pmid"":""9151897"",""retrieved_at"":""2026-09-13 17:54:22 UTC"",""snapshot_path"":""research/chemokine_expansion/snapshots/Godiska1997_chrome.txt"",""snapshot_sha256"":""e78920682e3c4dbae1c53fd441be4347b1b681c57c27e4d9735588fe5df6e5db"",""source_id"":""XCH_S003"",""source_type"":""primary_study"",""species"":""Homo sapiens"",""title"":""Human macrophage-derived chemokine (MDC), a novel chemoattractant for monocytes, monocyte-derived dendritic cells, and natural killer cells"",""url"":""https://pubmed.ncbi.nlm.nih.gov/9151897/"",""version"":""published_article; exact source revision unavailable"",""year"":""1997""}"
DELTA_0ba127da875c5d22,prior_parameters,PRIOR_XRE-A06_context_specific,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A06"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""context_specific"",""parameters"":""{\""context_id\"":\""CTX_25bae4f7da8b8990\""}"",""prior_id"":""PRIOR_XRE-A06_context_specific"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_0be3e452e51297f5,evidence_instances,EV_XCH_A024,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A024"",""causal_directness"":""Direct protein measurement in source-cell supernatant; no unstimulated comparator establishes induction and no producing PBMC subset identified."",""cohort_id"":""XCH_CO013"",""effect_size"":""398"",""effect_unit"":""ng/mL supernatant concentration"",""evidence_id"":""EV_XCH_A024"",""evidence_relation"":""supports"",""evidence_summary"":""CCL4 protein was quantified in conditioned medium from stimulated healthy-human PBMC."",""extraction_lane"":""chemokine_expansion"",""limitations"":""Single reported conditioned-medium concentration, with donor number, pooling and precision unavailable. No unstimulated control concentration, secretion rate, cell-viability correction or specific producing-cell identity. Six phosphorylation donors and Ba/F3 chemotaxis replicates do not define this source experiment."",""null_adequacy"":""unavailable"",""qc_status"":""reviewed_extraction"",""source_id"":""XCH_S010"",""source_locator"":""ScalleyKim2012 Materials and Methods Human Blood Samples s2b AX190–192; Chemotaxis AX269–276; ScalleyKim2012_chrome.txt."",""tested_hypothesis"":""Human PBMC release extracellular CCL4 protein under the recorded48 h LPS/IFNG/IL2 culture condition"",""uncertainty"":""No uncertainty or calibrated detection limit reported""}"
DELTA_0c1857c877c860e1,prior_parameters,PRIOR_XRE-A12_existence,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A12"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""Beta"",""estimate"":0.6666666666666666,""estimate_without_journal"":0.6666666666666666,""independent_groups"":1,""parameter_family"":""existence"",""parameters"":""{\""alpha\"":2.0,\""beta\"":1.0}"",""prior_id"":""PRIOR_XRE-A12_existence"",""rationale"":""Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth.""}"
DELTA_0c7bad930eb47bff,prior_parameters,PRIOR_XCH_A011_direction,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A011"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""Dirichlet"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""direction"",""parameters"":""{\""alpha\"":[2.0,1.0,1.0],\""categories\"":[\""increase\"",\""decrease\"",\""other\""]}"",""prior_id"":""PRIOR_XCH_A011_direction"",""rationale"":""Direction uncertainty is separate from existence and from effect magnitude.""}"
DELTA_0ca8d3c8452ab591,prior_parameters,PRIOR_XCH_A002_genetic_modifier,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A002"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""genetic_modifier"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A002_genetic_modifier"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_0cf38c6bdd205924,prior_parameters,PRIOR_XCI-A20_context_specific,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A20"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""context_specific"",""parameters"":""{\""context_id\"":\""CTX_49d955ca81644dfb\""}"",""prior_id"":""PRIOR_XCI-A20_context_specific"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_0d1f35188ccc09a5,prior_parameters,PRIOR_XRE-A20_human_transportability,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A20"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""human_transportability"",""parameters"":""{}"",""prior_id"":""PRIOR_XRE-A20_human_transportability"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_0d722a2e9bfd27c1,prior_parameters,PRIOR_XCH_A015_genetic_modifier,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A015"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""genetic_modifier"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A015_genetic_modifier"",""rationale"":""Contested/incomplete extraction withheld.""}"
DELTA_0df80a6489cdcc71,prior_parameters,PRIOR_XCH_A014_genetic_modifier,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A014"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""genetic_modifier"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A014_genetic_modifier"",""rationale"":""Contested/incomplete extraction withheld.""}"
DELTA_0ebc309743292982,prior_parameters,PRIOR_P_A08_context_specific,0.1.0,0.2.0,modified,"{""assertion_id"":""P_A08"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""context_specific"",""parameters"":""{}"",""prior_id"":""PRIOR_P_A08_context_specific"",""rationale"":""Contested/incomplete extraction withheld.""}","{""assertion_id"":""P_A08"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""context_specific"",""parameters"":""{\""context_id\"":\""CTX_d157419dd15f3116\""}"",""prior_id"":""PRIOR_P_A08_context_specific"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_105f3f6aa34cc37b,evidence_instances,EV_XRE-A20,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A20"",""causal_directness"":""Direct recorded assay contrast only; no unmeasured molecular transition inferred."",""cohort_id"":""XRE-CO06"",""effect_size"":""unavailable"",""effect_unit"":""unavailable"",""evidence_id"":""EV_XRE-A20"",""evidence_relation"":""supports"",""evidence_summary"":""Soluble IL6R increased extracellular IL6 measured in primary HUVEC supernatants."",""extraction_lane"":""receptor_expansion"",""limitations"":""Supernatant measurement retained separately from intracellular protein and RNA. Duplicate determinations and three experiments do not specify unique donors."",""null_adequacy"":""not_applicable"",""qc_status"":""reviewed_extraction"",""source_id"":""XRE-S06"",""source_locator"":""root_full_sources.json: sandwich ELISA Methods; root_selected_methods.json: Figure 3B and Results"",""tested_hypothesis"":""Soluble IL6R increases extracellular IL6 from these primary HUVEC cultures over 4 h."",""uncertainty"":""Figure3: duplicate determinations; representative of three experiments. Donor-level numerical precision unavailable.""}"
DELTA_10a4a65649708d43,prior_parameters,PRIOR_XCI-A17_genetic_modifier,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A17"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""genetic_modifier"",""parameters"":""{}"",""prior_id"":""PRIOR_XCI-A17_genetic_modifier"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_10dd87d4e4db0e76,evidence_instances,EV_XCI-A16,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A16"",""causal_directness"":""Ligand-neutralizing antibody with isotype and recombinant-ligand positive controls; partial mixture-response attribution."",""cohort_id"":""XCI-CO08"",""effect_size"":""unavailable"",""effect_unit"":""unavailable"",""evidence_id"":""EV_XCI-A16"",""evidence_relation"":""supports"",""evidence_summary"":""Anti-IL16 reduced the CD4 T-cell chemotaxis induced by mid-gestation amniotic fluid relative to the isotype control."",""extraction_lane"":""cytokine_expansion"",""limitations"":""Mixture stimulus with partial IL16 dependence. No source-cell secretion, fetal-cell migration, in vivo trafficking, or CD4 receptor-blockade proof inferred."",""null_adequacy"":""not_applicable"",""qc_status"":""reviewed_extraction"",""source_id"":""XCI-S08"",""source_locator"":""PMC2673366_selected.txt: Chemotaxis assay; Results and Figure1c"",""tested_hypothesis"":""IL16 neutralization reduces adult CD4 T-cell migration induced by1:10 mid-gestation amniotic fluid under this assay."",""uncertainty"":""Five fluid donors;adult target blood donor number unavailable.""}"
