prior_id,assertion_id,parameter_family,distribution,parameters,estimate,estimate_without_journal,independent_groups,calibration_status,availability,rationale
PRIOR_G-A022_temporal,G-A022,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A023_context_specific,G-A023,context_specific,categorical_annotation,"{""context_id"":""CTX_f02abebab5d48215""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A023_direction,G-A023,direction,Dirichlet,"{""alpha"":[1.0,1.5,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_G-A023_effect_class,G-A023,effect_class,categorical_annotation,"{""observed_direction"":""decrease""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A023_existence,G-A023,existence,Beta,"{""alpha"":1.5,""beta"":1.0}",0.6,0.6,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_G-A023_expression,G-A023,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A023_genetic_modifier,G-A023,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A023_human_transportability,G-A023,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A023_magnitude,G-A023,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A023_protein_availability,G-A023,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A023_temporal,G-A023,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A024_context_specific,G-A024,context_specific,categorical_annotation,"{""context_id"":""CTX_38e93c4e948c305e""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A024_direction,G-A024,direction,Dirichlet,"{""alpha"":[1.5,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_G-A024_effect_class,G-A024,effect_class,categorical_annotation,"{""observed_direction"":""increase""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A024_existence,G-A024,existence,Beta,"{""alpha"":1.5,""beta"":1.0}",0.6,0.6,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_G-A024_expression,G-A024,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A024_genetic_modifier,G-A024,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A024_human_transportability,G-A024,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A024_magnitude,G-A024,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A024_protein_availability,G-A024,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A024_temporal,G-A024,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A025_context_specific,G-A025,context_specific,categorical_annotation,"{""context_id"":""CTX_333007ffb4149300""}",,,0,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A025_direction,G-A025,direction,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A025_effect_class,G-A025,effect_class,categorical_annotation,"{""observed_direction"":""null""}",,,0,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A025_existence,G-A025,existence,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A025_expression,G-A025,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A025_genetic_modifier,G-A025,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A025_human_transportability,G-A025,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A025_magnitude,G-A025,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A025_protein_availability,G-A025,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A025_temporal,G-A025,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A01_context_specific,P_A01,context_specific,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A01_direction,P_A01,direction,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A01_effect_class,P_A01,effect_class,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A01_existence,P_A01,existence,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A01_expression,P_A01,expression,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A01_genetic_modifier,P_A01,genetic_modifier,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A01_human_transportability,P_A01,human_transportability,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A01_magnitude,P_A01,magnitude,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A01_protein_availability,P_A01,protein_availability,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A01_temporal,P_A01,temporal,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A02_context_specific,P_A02,context_specific,categorical_annotation,"{""context_id"":""CTX_0972aa9f934bb892""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_P_A02_direction,P_A02,direction,Dirichlet,"{""alpha"":[2.0,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_P_A02_effect_class,P_A02,effect_class,categorical_annotation,"{""observed_direction"":""increase""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_P_A02_existence,P_A02,existence,Beta,"{""alpha"":2.0,""beta"":1.0}",0.6666666666666666,0.6666666666666666,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_P_A02_expression,P_A02,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A02_genetic_modifier,P_A02,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A02_human_transportability,P_A02,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A02_magnitude,P_A02,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A02_protein_availability,P_A02,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A02_temporal,P_A02,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A03_context_specific,P_A03,context_specific,categorical_annotation,"{""context_id"":""CTX_9ab0a6ea73cfc33d""}",,,0,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_P_A03_direction,P_A03,direction,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A03_effect_class,P_A03,effect_class,categorical_annotation,"{""observed_direction"":""null""}",,,0,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_P_A03_existence,P_A03,existence,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A03_expression,P_A03,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A03_genetic_modifier,P_A03,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A03_human_transportability,P_A03,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A03_magnitude,P_A03,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A03_protein_availability,P_A03,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A03_temporal,P_A03,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A04_context_specific,P_A04,context_specific,categorical_annotation,"{""context_id"":""CTX_ed5753bd7090c0c5""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_P_A04_direction,P_A04,direction,Dirichlet,"{""alpha"":[2.0,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_P_A04_effect_class,P_A04,effect_class,categorical_annotation,"{""observed_direction"":""increase""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_P_A04_existence,P_A04,existence,Beta,"{""alpha"":2.0,""beta"":1.0}",0.6666666666666666,0.6666666666666666,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_P_A04_expression,P_A04,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A04_genetic_modifier,P_A04,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A04_human_transportability,P_A04,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A04_magnitude,P_A04,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A04_protein_availability,P_A04,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A04_temporal,P_A04,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A05_context_specific,P_A05,context_specific,categorical_annotation,"{""context_id"":""CTX_1eb909bfb38bec10""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_P_A05_direction,P_A05,direction,Dirichlet,"{""alpha"":[2.0,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_P_A05_effect_class,P_A05,effect_class,categorical_annotation,"{""observed_direction"":""increase""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_P_A05_existence,P_A05,existence,Beta,"{""alpha"":2.0,""beta"":1.0}",0.6666666666666666,0.6666666666666666,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_P_A05_expression,P_A05,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A05_genetic_modifier,P_A05,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A05_human_transportability,P_A05,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A05_magnitude,P_A05,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A05_protein_availability,P_A05,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A05_temporal,P_A05,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A06_context_specific,P_A06,context_specific,categorical_annotation,"{""context_id"":""CTX_d392f27dd8c3ba97""}",,,0,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_P_A06_direction,P_A06,direction,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A06_effect_class,P_A06,effect_class,categorical_annotation,"{""observed_direction"":""null""}",,,0,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_P_A06_existence,P_A06,existence,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A06_expression,P_A06,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A06_genetic_modifier,P_A06,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A06_human_transportability,P_A06,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A06_magnitude,P_A06,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A06_protein_availability,P_A06,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A06_temporal,P_A06,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A07_context_specific,P_A07,context_specific,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A07_direction,P_A07,direction,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A07_effect_class,P_A07,effect_class,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A07_existence,P_A07,existence,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A07_expression,P_A07,expression,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A07_genetic_modifier,P_A07,genetic_modifier,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A07_human_transportability,P_A07,human_transportability,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A07_magnitude,P_A07,magnitude,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A07_protein_availability,P_A07,protein_availability,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A07_temporal,P_A07,temporal,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A08_context_specific,P_A08,context_specific,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A08_direction,P_A08,direction,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A08_effect_class,P_A08,effect_class,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A08_existence,P_A08,existence,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A08_expression,P_A08,expression,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A08_genetic_modifier,P_A08,genetic_modifier,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A08_human_transportability,P_A08,human_transportability,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A08_magnitude,P_A08,magnitude,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A08_protein_availability,P_A08,protein_availability,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A08_temporal,P_A08,temporal,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_P_A09_context_specific,P_A09,context_specific,categorical_annotation,"{""context_id"":""CTX_aeb0218618294f39""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_P_A09_direction,P_A09,direction,Dirichlet,"{""alpha"":[1.0,2.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_P_A09_effect_class,P_A09,effect_class,categorical_annotation,"{""observed_direction"":""decrease""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_P_A09_existence,P_A09,existence,Beta,"{""alpha"":2.0,""beta"":1.0}",0.6666666666666666,0.6666666666666666,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_P_A09_expression,P_A09,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A09_genetic_modifier,P_A09,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A09_human_transportability,P_A09,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A09_magnitude,P_A09,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A09_protein_availability,P_A09,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A09_temporal,P_A09,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A10_context_specific,P_A10,context_specific,categorical_annotation,"{""context_id"":""CTX_aeb0218618294f39""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_P_A10_direction,P_A10,direction,Dirichlet,"{""alpha"":[1.0,2.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_P_A10_effect_class,P_A10,effect_class,categorical_annotation,"{""observed_direction"":""decrease""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_P_A10_existence,P_A10,existence,Beta,"{""alpha"":2.0,""beta"":1.0}",0.6666666666666666,0.6666666666666666,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_P_A10_expression,P_A10,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A10_genetic_modifier,P_A10,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A10_human_transportability,P_A10,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A10_magnitude,P_A10,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A10_protein_availability,P_A10,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A10_temporal,P_A10,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A11_context_specific,P_A11,context_specific,categorical_annotation,"{""context_id"":""CTX_aeb0218618294f39""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_P_A11_direction,P_A11,direction,Dirichlet,"{""alpha"":[2.0,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_P_A11_effect_class,P_A11,effect_class,categorical_annotation,"{""observed_direction"":""increase""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_P_A11_existence,P_A11,existence,Beta,"{""alpha"":2.0,""beta"":1.0}",0.6666666666666666,0.6666666666666666,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_P_A11_expression,P_A11,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A11_genetic_modifier,P_A11,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A11_human_transportability,P_A11,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A11_magnitude,P_A11,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A11_protein_availability,P_A11,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A11_temporal,P_A11,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A12_context_specific,P_A12,context_specific,categorical_annotation,"{""context_id"":""CTX_aeb0218618294f39""}",,,0,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_P_A12_direction,P_A12,direction,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A12_effect_class,P_A12,effect_class,categorical_annotation,"{""observed_direction"":""null""}",,,0,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_P_A12_existence,P_A12,existence,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A12_expression,P_A12,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A12_genetic_modifier,P_A12,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A12_human_transportability,P_A12,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A12_magnitude,P_A12,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A12_protein_availability,P_A12,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A12_temporal,P_A12,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A13_context_specific,P_A13,context_specific,categorical_annotation,"{""context_id"":""CTX_8ed1428d496379ac""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_P_A13_direction,P_A13,direction,Dirichlet,"{""alpha"":[1.0,1.0,1.5],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_P_A13_effect_class,P_A13,effect_class,categorical_annotation,"{""observed_direction"":""association""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_P_A13_existence,P_A13,existence,Beta,"{""alpha"":1.5,""beta"":1.0}",0.6,0.6,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_P_A13_expression,P_A13,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A13_genetic_modifier,P_A13,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A13_human_transportability,P_A13,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A13_magnitude,P_A13,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A13_protein_availability,P_A13,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A13_temporal,P_A13,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_P_A14_context_specific,P_A14,context_specific,categorical_annotation,"{""context_id"":""CTX_64a063ce3c126d9d""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
